controllerid,room_id,room_name,equip_id,equipment_name,equipment_type,timestamp,unit,value
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 14:00:00+00:00,Percent,85.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 14:05:00+00:00,Percent,82.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 14:10:00+00:00,Percent,82.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 14:20:00+00:00,Percent,83.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 14:30:00+00:00,Percent,81.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 14:40:00+00:00,Percent,82.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 14:55:00+00:00,Percent,81.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 15:00:00+00:00,Percent,81.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 15:10:00+00:00,Percent,80.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 15:20:00+00:00,Percent,82.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 15:30:00+00:00,Percent,81.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 15:40:00+00:00,Percent,82.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 15:45:00+00:00,Percent,83.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 15:55:00+00:00,Percent,81.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 16:05:00+00:00,Percent,85.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 16:10:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 16:15:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 16:20:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 16:35:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 16:40:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 16:50:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 17:00:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 17:05:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 17:30:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 17:50:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 18:00:00+00:00,Percent,97.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 19:15:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 19:50:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 20:15:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 20:35:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 21:00:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 21:10:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 21:20:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 21:25:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 21:30:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 21:55:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 22:15:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 22:20:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 22:40:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 22:50:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 22:55:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 23:05:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 23:10:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 23:25:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-01 23:40:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 00:05:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 00:25:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 00:30:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 00:40:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 00:45:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 00:50:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 00:55:00+00:00,Percent,97.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 01:10:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 01:20:00+00:00,Percent,97.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 01:35:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 02:40:00+00:00,Percent,97.0
AA1610M1139700010,340,,11118,Bird scale  House 3,BirdWeighing,2019-01-02 05:00:00+00:00,Percent,100.0
AA1610M1139700010,392,,658,Bird Scale House 4,BirdWeighing,2019-01-02 06:10:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 06:20:00+00:00,Percent,100.0
AA1610M1139700010,274,,6634, Bird Scale House 2,BirdWeighing,2019-01-02 11:45:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 12:15:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 12:20:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 12:30:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 12:40:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 12:45:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 12:50:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 13:00:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 13:05:00+00:00,Percent,88.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 13:10:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 13:40:00+00:00,Percent,88.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 13:45:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 13:55:00+00:00,Percent,85.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 14:00:00+00:00,Percent,86.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 14:10:00+00:00,Percent,85.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 14:15:00+00:00,Percent,86.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 14:20:00+00:00,Percent,88.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 14:30:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 14:40:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 14:45:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 15:00:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 15:15:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 15:20:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 15:40:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 16:00:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 16:20:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 16:25:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 16:30:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 17:20:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 17:25:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 17:35:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 17:40:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:00:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:05:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:10:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:15:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:25:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:35:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:40:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:50:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 18:55:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 19:00:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 19:05:00+00:00,Percent,88.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 19:35:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 19:40:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 19:55:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 20:00:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 20:10:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 20:20:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 20:30:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 20:50:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 20:55:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 21:00:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 21:05:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 21:25:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 21:45:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 21:50:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 22:00:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 22:15:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 22:25:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 22:50:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 22:55:00+00:00,Percent,97.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 23:00:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 23:40:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 23:45:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 23:50:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-02 23:55:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 00:00:00+00:00,Percent,88.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 00:10:00+00:00,Percent,87.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 00:20:00+00:00,Percent,86.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 00:40:00+00:00,Percent,86.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 00:45:00+00:00,Percent,87.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 00:50:00+00:00,Percent,85.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:00:00+00:00,Percent,84.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:15:00+00:00,Percent,85.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:25:00+00:00,Percent,84.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:30:00+00:00,Percent,87.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:35:00+00:00,Percent,88.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:40:00+00:00,Percent,86.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:45:00+00:00,Percent,87.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 01:50:00+00:00,Percent,86.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 02:00:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 02:35:00+00:00,Percent,90.0
AA1610M1139700010,340,,11118,Bird scale  House 3,BirdWeighing,2019-01-03 05:00:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 05:55:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 06:00:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 06:05:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 06:10:00+00:00,Percent,92.0
AA1610M1139700010,392,,658,Bird Scale House 4,BirdWeighing,2019-01-03 06:15:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 06:50:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 11:10:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 11:20:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 11:35:00+00:00,Percent,93.0
AA1610M1139700010,274,,6634, Bird Scale House 2,BirdWeighing,2019-01-03 11:55:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 11:55:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 12:00:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 12:05:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 12:35:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 12:50:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 13:10:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 13:15:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 13:40:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 13:50:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 13:55:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 14:00:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 14:10:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 14:20:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 14:35:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 14:40:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 14:50:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 15:00:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 15:10:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 15:30:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 16:15:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 16:25:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 16:35:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 18:10:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 18:20:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 18:45:00+00:00,Percent,100.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 18:50:00+00:00,Percent,98.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 18:55:00+00:00,Percent,97.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 19:35:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 19:45:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 19:50:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 19:55:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 20:05:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 20:20:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 20:25:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 20:35:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 20:40:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 20:50:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 21:10:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 21:30:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 21:40:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 22:00:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 22:10:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 22:20:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 22:25:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 22:30:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 22:40:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 22:45:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 23:00:00+00:00,Percent,92.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 23:25:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 23:35:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-03 23:45:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:00:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:15:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:20:00+00:00,Percent,94.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:25:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:30:00+00:00,Percent,96.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:35:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:40:00+00:00,Percent,93.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:45:00+00:00,Percent,95.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:50:00+00:00,Percent,91.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 00:55:00+00:00,Percent,90.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 01:00:00+00:00,Percent,89.0
AA1610M1139700010,87,,655,Bird Scale House 1,BirdWeighing,2019-01-04 01:45:00+00:00,Percent,88.0
