controllerid,room_id,room_name,timestamp,unit,bandwidth
AA1610M1139700010,274,House 2,2019-03-15 14:35:00+00:00,Fahrenheit,9.0
AA1610M1139700010,87,House 1,2019-03-15 14:35:00+00:00,Fahrenheit,9.0
AA1610M1139700010,1385,Outside,2019-03-15 14:35:00+00:00,Fahrenheit,0.0
AA1610M1139700010,392,House 4,2019-03-15 14:35:00+00:00,Fahrenheit,9.0
AA1610M1139700010,340,House 3,2019-03-15 14:35:00+00:00,Fahrenheit,9.0
AA1610M1139700010,87,House 1,2019-03-15 20:00:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-15 20:00:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-15 20:10:00+00:00,Fahrenheit,9.0
AA1610M1139700010,87,House 1,2019-03-15 20:15:00+00:00,Fahrenheit,9.0
AA1610M1139700010,392,House 4,2019-03-17 14:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-17 14:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-17 14:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-17 14:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-24 18:15:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-24 18:15:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-24 18:25:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-24 18:25:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-24 18:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-24 18:55:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-24 19:00:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-24 19:05:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-24 19:10:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-24 19:10:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-24 19:15:00+00:00,Fahrenheit,6.0
AA1610M1139700010,274,House 2,2019-03-24 19:20:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-24 19:20:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-24 19:25:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-24 19:30:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-24 19:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-24 20:30:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-24 20:35:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-24 20:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-24 20:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-25 14:35:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-25 14:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-25 14:50:00+00:00,Fahrenheit,6.0
AA1610M1139700010,274,House 2,2019-03-25 14:50:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-25 14:50:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-25 14:55:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-25 23:10:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-25 23:10:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-25 23:25:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-25 23:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 16:25:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 16:35:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 16:40:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 16:50:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 17:00:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 17:10:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 17:20:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 17:20:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 17:30:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 17:35:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 17:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 17:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,274,House 2,2019-03-28 17:50:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 17:50:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-28 17:50:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 17:55:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 18:00:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-28 18:00:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-28 18:05:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 18:05:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 18:05:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 18:15:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 18:20:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-28 18:25:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 18:25:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 18:25:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 18:35:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-28 18:35:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 18:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 18:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 18:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-28 18:55:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 18:55:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 18:55:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 19:05:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-28 19:05:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 19:15:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 19:15:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 19:20:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 19:25:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-28 19:35:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 19:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 19:55:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 20:05:00+00:00,Fahrenheit,6.0
AA1610M1139700010,274,House 2,2019-03-28 20:10:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 20:10:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 20:15:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 20:20:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-28 20:20:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 20:35:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-28 20:50:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 20:50:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-28 21:00:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-28 21:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-28 21:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-29 15:05:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-29 15:15:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-29 15:25:00+00:00,Fahrenheit,6.0
AA1610M1139700010,274,House 2,2019-03-29 15:25:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-29 15:30:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-29 15:30:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-29 15:35:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-29 15:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-29 15:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-29 15:45:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-29 15:50:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-29 16:00:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-29 16:05:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-29 16:10:00+00:00,Fahrenheit,6.0
AA1610M1139700010,274,House 2,2019-03-29 16:10:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-29 16:10:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-29 16:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-29 16:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-29 16:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-29 16:45:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-29 17:00:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-29 17:05:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-29 22:10:00+00:00,Fahrenheit,8.0
AA1610M1139700010,392,House 4,2019-03-29 22:15:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-29 22:15:00+00:00,Fahrenheit,8.0
AA1610M1139700010,274,House 2,2019-03-29 22:40:00+00:00,Fahrenheit,8.0
AA1610M1139700010,87,House 1,2019-03-29 22:55:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-29 23:05:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-30 14:20:00+00:00,Fahrenheit,6.0
AA1610M1139700010,87,House 1,2019-03-30 14:20:00+00:00,Fahrenheit,6.0
AA1610M1139700010,392,House 4,2019-03-30 14:25:00+00:00,Fahrenheit,6.0
AA1610M1139700010,340,House 3,2019-03-30 14:30:00+00:00,Fahrenheit,8.0
AA1610M1139700010,340,House 3,2019-03-30 14:35:00+00:00,Fahrenheit,6.0
