controllerid,room_id,room_name,timestamp,unit,intensity
AA1610M1139700010,274,House 2,2019-01-02 02:05:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-02 02:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-02 02:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-02 05:05:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-02 05:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-02 05:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-02 07:00:00+00:00,Percent,5.0
AA1610M1139700010,274,House 2,2019-01-02 07:00:00+00:00,Percent,5.0
AA1610M1139700010,392,House 4,2019-01-02 07:00:00+00:00,Percent,5.0
AA1610M1139700010,340,House 3,2019-01-02 07:00:00+00:00,Percent,5.0
AA1610M1139700010,87,House 1,2019-01-02 07:05:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-02 07:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-02 07:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-02 07:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-02 10:05:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-02 10:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-02 10:05:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-02 10:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-02 12:10:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-02 12:55:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-02 13:00:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-02 13:40:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-02 14:10:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-02 15:00:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-02 15:00:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-02 15:45:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-03 02:00:00+00:00,Percent,5.0
AA1610M1139700010,274,House 2,2019-01-03 02:00:00+00:00,Percent,5.0
AA1610M1139700010,392,House 4,2019-01-03 02:00:00+00:00,Percent,5.0
AA1610M1139700010,87,House 1,2019-01-03 02:00:00+00:00,Percent,5.0
AA1610M1139700010,340,House 3,2019-01-03 02:05:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-03 02:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-03 02:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-03 02:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-03 05:05:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-03 05:05:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-03 07:00:00+00:00,Percent,5.0
AA1610M1139700010,87,House 1,2019-01-03 07:00:00+00:00,Percent,5.0
AA1610M1139700010,274,House 2,2019-01-03 07:00:00+00:00,Percent,5.0
AA1610M1139700010,392,House 4,2019-01-03 07:00:00+00:00,Percent,5.0
AA1610M1139700010,87,House 1,2019-01-03 10:05:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-03 10:05:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-03 10:05:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-03 10:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-03 12:10:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-03 13:20:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-03 14:20:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-03 14:40:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-03 15:30:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-03 15:45:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-03 16:40:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-03 16:45:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-03 17:15:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-03 17:15:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-03 17:20:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-03 22:10:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-04 02:00:00+00:00,Percent,5.0
AA1610M1139700010,340,House 3,2019-01-04 02:00:00+00:00,Percent,5.0
AA1610M1139700010,274,House 2,2019-01-04 02:00:00+00:00,Percent,5.0
AA1610M1139700010,87,House 1,2019-01-04 02:00:00+00:00,Percent,5.0
AA1610M1139700010,392,House 4,2019-01-04 02:05:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-04 02:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-04 02:05:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-04 02:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-04 05:05:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-04 07:00:00+00:00,Percent,5.0
AA1610M1139700010,340,House 3,2019-01-04 07:00:00+00:00,Percent,5.0
AA1610M1139700010,87,House 1,2019-01-04 07:00:00+00:00,Percent,5.0
AA1610M1139700010,392,House 4,2019-01-04 07:00:00+00:00,Percent,5.0
AA1610M1139700010,392,House 4,2019-01-04 07:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-04 10:05:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-04 10:05:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-04 10:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-04 10:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-04 12:20:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-04 13:10:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-04 13:20:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-04 14:00:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-04 14:00:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-04 14:05:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-04 14:15:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-04 14:20:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-04 14:25:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-04 14:35:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-04 14:40:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-04 15:10:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-04 15:20:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-04 16:00:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-05 07:05:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-05 07:05:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-05 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-05 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-05 11:55:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-05 12:40:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-05 12:55:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-05 13:35:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-05 13:45:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-05 14:20:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-05 14:20:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-05 14:55:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-05 20:55:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-05 23:10:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-06 00:10:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-06 03:05:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-06 03:05:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-06 03:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-06 03:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-06 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-06 07:05:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-06 07:05:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-06 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-06 12:45:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-06 13:50:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-06 14:05:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-06 14:45:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-06 15:00:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-06 15:45:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-06 15:55:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-06 16:30:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-06 17:15:00+00:00,Percent,18.0
AA1610M1139700010,392,House 4,2019-01-07 03:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-07 07:05:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-07 07:05:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-07 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-07 07:05:00+00:00,Percent,18.0
AA1610M1139700010,87,House 1,2019-01-07 13:45:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-07 14:05:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-07 14:55:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-07 15:10:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-07 15:55:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-07 16:05:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-07 16:45:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-07 23:15:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-08 01:55:00+00:00,Percent,18.0
AA1610M1139700010,87,House 1,2019-01-08 03:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-08 03:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-08 03:05:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-08 03:05:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-08 07:05:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-08 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-08 07:05:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-08 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-08 12:50:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-08 13:45:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-08 13:50:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-08 14:45:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-08 14:50:00+00:00,Percent,39.0
AA1610M1139700010,274,House 2,2019-01-08 14:50:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-08 15:00:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-08 15:10:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-08 15:15:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-08 15:20:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-08 16:00:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-08 16:20:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-08 17:20:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-09 03:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-09 03:05:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-09 03:05:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-09 03:05:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-09 07:05:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-09 07:05:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-09 12:50:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-09 14:00:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-09 14:15:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-09 15:00:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-09 15:10:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-09 15:10:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-09 15:10:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-09 15:10:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-09 15:15:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-09 16:10:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-09 16:15:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-09 16:47:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-09 16:47:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-09 16:47:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-09 16:47:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-09 16:52:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-09 18:02:00+00:00,Percent,39.0
AA1610M1139700010,87,House 1,2019-01-09 19:07:00+00:00,Percent,93.0
AA1610M1139700010,87,House 1,2019-01-09 19:42:00+00:00,Percent,39.0
AA1610M1139700010,87,House 1,2019-01-09 20:17:00+00:00,Percent,18.0
AA1610M1139700010,87,House 1,2019-01-09 20:27:00+00:00,Percent,39.0
AA1610M1139700010,87,House 1,2019-01-09 21:12:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-09 21:21:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-09 21:21:00+00:00,Percent,18.0
AA1610M1139700010,340,House 3,2019-01-09 21:21:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-09 21:21:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-10 03:01:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-10 03:01:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-10 03:01:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-10 03:01:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-10 07:01:00+00:00,Percent,18.0
AA1610M1139700010,340,House 3,2019-01-10 07:01:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-10 07:01:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-10 07:01:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-10 12:51:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-10 14:16:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-10 14:21:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-10 15:31:00+00:00,Percent,49.0
AA1610M1139700010,340,House 3,2019-01-10 15:36:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-10 16:06:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-10 16:13:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-10 16:13:00+00:00,Percent,18.0
AA1610M1139700010,340,House 3,2019-01-10 16:13:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-10 16:13:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-10 16:33:00+00:00,Percent,49.0
AA1610M1139700010,392,House 4,2019-01-10 16:38:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-10 17:33:00+00:00,Percent,15.0
AA1610M1139700010,392,House 4,2019-01-10 17:43:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-10 18:43:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-10 19:37:00+00:00,Percent,15.0
AA1610M1139700010,87,House 1,2019-01-10 19:37:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-10 19:37:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-10 19:37:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-10 19:47:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-10 20:04:00+00:00,Percent,18.0
AA1610M1139700010,340,House 3,2019-01-10 20:04:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-10 20:04:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-10 20:04:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-11 03:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-11 03:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-11 03:04:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-11 03:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-11 07:04:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-11 07:04:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-11 07:04:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-11 07:04:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-11 12:39:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-11 13:39:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-11 14:49:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-11 15:04:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-11 15:59:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-11 16:19:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-11 16:59:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-12 03:04:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-12 03:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-12 03:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-12 03:04:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-12 07:04:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-12 07:04:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-12 07:04:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-12 07:04:00+00:00,Percent,18.0
AA1610M1139700010,87,House 1,2019-01-12 13:59:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-12 14:54:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-12 14:54:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-12 15:34:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-12 15:39:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-12 15:44:00+00:00,Percent,18.0
AA1610M1139700010,340,House 3,2019-01-12 16:09:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-12 16:34:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-12 16:44:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-12 16:49:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-12 16:54:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-12 17:34:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-13 03:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-13 03:04:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-13 03:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-13 03:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-13 07:04:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-13 07:04:00+00:00,Percent,18.0
AA1610M1139700010,340,House 3,2019-01-13 07:04:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-13 07:04:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-13 12:49:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-13 13:49:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-13 14:09:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-13 14:59:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-13 15:04:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-13 15:09:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-13 15:44:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-13 15:54:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-14 03:04:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-14 03:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-14 03:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-14 03:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-14 07:04:00+00:00,Percent,18.0
AA1610M1139700010,392,House 4,2019-01-14 07:04:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-14 07:04:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-14 07:04:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-14 12:34:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-14 13:29:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-14 13:44:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-14 14:29:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-14 14:54:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-14 15:39:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-14 15:39:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-14 16:19:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-15 05:04:00+00:00,Percent,0.0
AA1610M1139700010,274,House 2,2019-01-15 05:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-15 05:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-15 05:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-15 07:04:00+00:00,Percent,18.0
AA1610M1139700010,392,House 4,2019-01-15 07:04:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-15 07:04:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-15 07:04:00+00:00,Percent,23.0
AA1610M1139700010,87,House 1,2019-01-15 12:44:00+00:00,Percent,100.0
AA1610M1139700010,87,House 1,2019-01-15 13:44:00+00:00,Percent,18.0
AA1610M1139700010,274,House 2,2019-01-15 14:04:00+00:00,Percent,100.0
AA1610M1139700010,274,House 2,2019-01-15 14:59:00+00:00,Percent,23.0
AA1610M1139700010,340,House 3,2019-01-15 15:24:00+00:00,Percent,100.0
AA1610M1139700010,340,House 3,2019-01-15 16:09:00+00:00,Percent,23.0
AA1610M1139700010,392,House 4,2019-01-15 16:24:00+00:00,Percent,100.0
AA1610M1139700010,392,House 4,2019-01-15 17:04:00+00:00,Percent,23.0
AA1610M1139700010,274,House 2,2019-01-16 05:04:00+00:00,Percent,0.0
AA1610M1139700010,340,House 3,2019-01-16 05:04:00+00:00,Percent,0.0
AA1610M1139700010,392,House 4,2019-01-16 05:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-16 05:04:00+00:00,Percent,0.0
AA1610M1139700010,87,House 1,2019-01-16 07:04:00+00:00,Percent,18.0
